Date,Dish,QtySold,PriceTk,RevenueTk,DayIndex,Weekday
26-Mar-2021,Special Thali,49,160,7840,84,Friday
27-Mar-2021,Rice & Dal Thali,118,80,9440,85,Saturday
27-Mar-2021,Fish Curry Plate,79,120,9480,85,Saturday
27-Mar-2021,Vegetable Khichuri,51,70,3570,85,Saturday
27-Mar-2021,Dry Fish & Rice,36,100,3600,85,Saturday
27-Mar-2021,Special Thali,38,160,6080,85,Saturday
28-Mar-2021,Rice & Dal Thali,58,80,4640,86,Sunday
28-Mar-2021,Fish Curry Plate,64,120,7680,86,Sunday
28-Mar-2021,Vegetable Khichuri,50,70,3500,86,Sunday
28-Mar-2021,Dry Fish & Rice,46,100,4600,86,Sunday
28-Mar-2021,Special Thali,32,160,5120,86,Sunday
29-Mar-2021,Rice & Dal Thali,108,80,8640,87,Monday
29-Mar-2021,Fish Curry Plate,39,120,4680,87,Monday
29-Mar-2021,Vegetable Khichuri,43,70,3010,87,Monday
29-Mar-2021,Dry Fish & Rice,52,100,5200,87,Monday
29-Mar-2021,Special Thali,40,160,6400,87,Monday
30-Mar-2021,Rice & Dal Thali,102,80,8160,88,Tuesday
30-Mar-2021,Fish Curry Plate,69,120,8280,88,Tuesday
30-Mar-2021,Vegetable Khichuri,46,70,3220,88,Tuesday
30-Mar-2021,Dry Fish & Rice,62,100,6200,88,Tuesday
30-Mar-2021,Special Thali,29,160,4640,88,Tuesday
31-Mar-2021,Rice & Dal Thali,107,80,8560,89,Wednesday
31-Mar-2021,Fish Curry Plate,57,120,6840,89,Wednesday
31-Mar-2021,Vegetable Khichuri,36,70,2520,89,Wednesday
31-Mar-2021,Dry Fish & Rice,53,100,5300,89,Wednesday
31-Mar-2021,Special Thali,28,160,4480,89,Wednesday
01-Apr-2021,Rice & Dal Thali,84,80,6720,90,Thursday
01-Apr-2021,Fish Curry Plate,52,120,6240,90,Thursday
01-Apr-2021,Vegetable Khichuri,58,70,4060,90,Thursday
01-Apr-2021,Dry Fish & Rice,48,100,4800,90,Thursday
01-Apr-2021,Special Thali,30,160,4800,90,Thursday
02-Apr-2021,Rice & Dal Thali,101,80,8080,91,Friday
02-Apr-2021,Fish Curry Plate,75,120,9000,91,Friday
02-Apr-2021,Vegetable Khichuri,63,70,4410,91,Friday
02-Apr-2021,Dry Fish & Rice,78,100,7800,91,Friday
02-Apr-2021,Special Thali,46,160,7360,91,Friday
03-Apr-2021,Rice & Dal Thali,119,80,9520,92,Saturday
03-Apr-2021,Fish Curry Plate,46,120,5520,92,Saturday
03-Apr-2021,Vegetable Khichuri,57,70,3990,92,Saturday
03-Apr-2021,Dry Fish & Rice,55,100,5500,92,Saturday
03-Apr-2021,Special Thali,40,160,6400,92,Saturday
04-Apr-2021,Rice & Dal Thali,36,80,2880,93,Sunday
04-Apr-2021,Fish Curry Plate,61,120,7320,93,Sunday
04-Apr-2021,Vegetable Khichuri,40,70,2800,93,Sunday
04-Apr-2021,Dry Fish & Rice,55,100,5500,93,Sunday
04-Apr-2021,Special Thali,27,160,4320,93,Sunday
05-Apr-2021,Rice & Dal Thali,111,80,8880,94,Monday
05-Apr-2021,Fish Curry Plate,48,120,5760,94,Monday
05-Apr-2021,Vegetable Khichuri,50,70,3500,94,Monday
05-Apr-2021,Dry Fish & Rice,61,100,6100,94,Monday
05-Apr-2021,Special Thali,34,160,5440,94,Monday
06-Apr-2021,Rice & Dal Thali,98,80,7840,95,Tuesday
06-Apr-2021,Fish Curry Plate,59,120,7080,95,Tuesday
06-Apr-2021,Vegetable Khichuri,47,70,3290,95,Tuesday
06-Apr-2021,Dry Fish & Rice,47,100,4700,95,Tuesday
06-Apr-2021,Special Thali,32,160,5120,95,Tuesday
07-Apr-2021,Rice & Dal Thali,91,80,7280,96,Wednesday
07-Apr-2021,Fish Curry Plate,48,120,5760,96,Wednesday
07-Apr-2021,Vegetable Khichuri,44,70,3080,96,Wednesday
07-Apr-2021,Dry Fish & Rice,40,100,4000,96,Wednesday
07-Apr-2021,Special Thali,29,160,4640,96,Wednesday
08-Apr-2021,Rice & Dal Thali,75,80,6000,97,Thursday
08-Apr-2021,Fish Curry Plate,65,120,7800,97,Thursday
08-Apr-2021,Vegetable Khichuri,45,70,3150,97,Thursday
08-Apr-2021,Dry Fish & Rice,45,100,4500,97,Thursday
08-Apr-2021,Special Thali,35,160,5600,97,Thursday
09-Apr-2021,Rice & Dal Thali,134,80,10720,98,Friday
09-Apr-2021,Fish Curry Plate,67,120,8040,98,Friday
09-Apr-2021,Vegetable Khichuri,60,70,4200,98,Friday
09-Apr-2021,Dry Fish & Rice,51,100,5100,98,Friday
09-Apr-2021,Special Thali,35,160,5600,98,Friday
10-Apr-2021,Rice & Dal Thali,99,80,7920,99,Saturday
10-Apr-2021,Fish Curry Plate,68,120,8160,99,Saturday
10-Apr-2021,Vegetable Khichuri,46,70,3220,99,Saturday
10-Apr-2021,Dry Fish & Rice,69,100,6900,99,Saturday
10-Apr-2021,Special Thali,28,160,4480,99,Saturday
11-Apr-2021,Rice & Dal Thali,124,80,9920,100,Sunday
11-Apr-2021,Fish Curry Plate,32,120,3840,100,Sunday
11-Apr-2021,Vegetable Khichuri,26,70,1820,100,Sunday
11-Apr-2021,Dry Fish & Rice,22,100,2200,100,Sunday
11-Apr-2021,Special Thali,36,160,5760,100,Sunday
12-Apr-2021,Rice & Dal Thali,117,80,9360,101,Monday
12-Apr-2021,Fish Curry Plate,38,120,4560,101,Monday
12-Apr-2021,Vegetable Khichuri,24,70,1680,101,Monday
12-Apr-2021,Dry Fish & Rice,32,100,3200,101,Monday
12-Apr-2021,Special Thali,38,160,6080,101,Monday
13-Apr-2021,Rice & Dal Thali,147,80,11760,102,Tuesday
13-Apr-2021,Fish Curry Plate,19,120,2280,102,Tuesday
13-Apr-2021,Vegetable Khichuri,31,70,2170,102,Tuesday
13-Apr-2021,Dry Fish & Rice,27,100,2700,102,Tuesday
13-Apr-2021,Special Thali,57,160,9120,102,Tuesday
14-Apr-2021,Rice & Dal Thali,148,80,11840,103,Wednesday
14-Apr-2021,Fish Curry Plate,37,120,4440,103,Wednesday
14-Apr-2021,Vegetable Khichuri,29,70,2030,103,Wednesday
14-Apr-2021,Dry Fish & Rice,30,100,3000,103,Wednesday
14-Apr-2021,Special Thali,41,160,6560,103,Wednesday
15-Apr-2021,Rice & Dal Thali,125,80,10000,104,Thursday
15-Apr-2021,Fish Curry Plate,27,120,3240,104,Thursday
15-Apr-2021,Vegetable Khichuri,20,70,1400,104,Thursday
15-Apr-2021,Dry Fish & Rice,27,100,2700,104,Thursday
15-Apr-2021,Special Thali,50,160,8000,104,Thursday
16-Apr-2021,Rice & Dal Thali,143,80,11440,105,Friday
16-Apr-2021,Fish Curry Plate,34,120,4080,105,Friday
16-Apr-2021,Vegetable Khichuri,31,70,2170,105,Friday
16-Apr-2021,Dry Fish & Rice,22,100,2200,105,Friday
16-Apr-2021,Special Thali,67,160,10720,105,Friday
17-Apr-2021,Rice & Dal Thali,163,80,13040,106,Saturday
17-Apr-2021,Fish Curry Plate,43,120,5160,106,Saturday
17-Apr-2021,Vegetable Khichuri,26,70,1820,106,Saturday
17-Apr-2021,Dry Fish & Rice,38,100,3800,106,Saturday
17-Apr-2021,Special Thali,60,160,9600,106,Saturday
18-Apr-2021,Rice & Dal Thali,137,80,10960,107,Sunday
18-Apr-2021,Fish Curry Plate,30,120,3600,107,Sunday
18-Apr-2021,Vegetable Khichuri,33,70,2310,107,Sunday
18-Apr-2021,Dry Fish & Rice,29,100,2900,107,Sunday
18-Apr-2021,Special Thali,49,160,7840,107,Sunday
19-Apr-2021,Rice & Dal Thali,118,80,9440,108,Monday
19-Apr-2021,Fish Curry Plate,30,120,3600,108,Monday
19-Apr-2021,Vegetable Khichuri,24,70,1680,108,Monday
19-Apr-2021,Dry Fish & Rice,30,100,3000,108,Monday
19-Apr-2021,Special Thali,48,160,7680,108,Monday
20-Apr-2021,Rice & Dal Thali,104,80,8320,109,Tuesday
20-Apr-2021,Fish Curry Plate,33,120,3960,109,Tuesday
20-Apr-2021,Vegetable Khichuri,29,70,2030,109,Tuesday
20-Apr-2021,Dry Fish & Rice,19,100,1900,109,Tuesday
20-Apr-2021,Special Thali,50,160,8000,109,Tuesday
21-Apr-2021,Rice & Dal Thali,108,80,8640,110,Wednesday
21-Apr-2021,Fish Curry Plate,26,120,3120,110,Wednesday
21-Apr-2021,Vegetable Khichuri,21,70,1470,110,Wednesday
21-Apr-2021,Dry Fish & Rice,29,100,2900,110,Wednesday
21-Apr-2021,Special Thali,53,160,8480,110,Wednesday
22-Apr-2021,Rice & Dal Thali,118,80,9440,111,Thursday
22-Apr-2021,Fish Curry Plate,27,120,3240,111,Thursday
22-Apr-2021,Vegetable Khichuri,23,70,1610,111,Thursday
22-Apr-2021,Dry Fish & Rice,27,100,2700,111,Thursday
22-Apr-2021,Special Thali,34,160,5440,111,Thursday
23-Apr-2021,Rice & Dal Thali,361,80,28880,112,Friday
23-Apr-2021,Fish Curry Plate,64,120,7680,112,Friday
23-Apr-2021,Vegetable Khichuri,55,70,3850,112,Friday
23-Apr-2021,Dry Fish & Rice,89,100,8900,112,Friday
23-Apr-2021,Special Thali,74,160,11840,112,Friday
24-Apr-2021,Rice & Dal Thali,253,80,20240,113,Saturday
24-Apr-2021,Fish Curry Plate,75,120,9000,113,Saturday
24-Apr-2021,Vegetable Khichuri,52,70,3640,113,Saturday
24-Apr-2021,Dry Fish & Rice,54,100,5400,113,Saturday
24-Apr-2021,Special Thali,163,160,26080,113,Saturday
25-Apr-2021,Rice & Dal Thali,123,80,9840,114,Sunday
25-Apr-2021,Fish Curry Plate,32,120,3840,114,Sunday
25-Apr-2021,Vegetable Khichuri,34,70,2380,114,Sunday
25-Apr-2021,Dry Fish & Rice,31,100,3100,114,Sunday
25-Apr-2021,Special Thali,49,160,7840,114,Sunday
26-Apr-2021,Rice & Dal Thali,140,80,11200,115,Monday
26-Apr-2021,Fish Curry Plate,22,120,2640,115,Monday
26-Apr-2021,Vegetable Khichuri,24,70,1680,115,Monday
26-Apr-2021,Dry Fish & Rice,29,100,2900,115,Monday
26-Apr-2021,Special Thali,50,160,8000,115,Monday
27-Apr-2021,Rice & Dal Thali,114,80,9120,116,Tuesday
27-Apr-2021,Fish Curry Plate,26,120,3120,116,Tuesday
27-Apr-2021,Vegetable Khichuri,19,70,1330,116,Tuesday
27-Apr-2021,Dry Fish & Rice,30,100,3000,116,Tuesday
27-Apr-2021,Special Thali,55,160,8800,116,Tuesday
28-Apr-2021,Rice & Dal Thali,121,80,9680,117,Wednesday
28-Apr-2021,Fish Curry Plate,35,120,4200,117,Wednesday
28-Apr-2021,Vegetable Khichuri,20,70,1400,117,Wednesday
28-Apr-2021,Dry Fish & Rice,19,100,1900,117,Wednesday
28-Apr-2021,Special Thali,45,160,7200,117,Wednesday
29-Apr-2021,Rice & Dal Thali,121,80,9680,118,Thursday
29-Apr-2021,Fish Curry Plate,40,120,4800,118,Thursday
29-Apr-2021,Vegetable Khichuri,27,70,1890,118,Thursday
29-Apr-2021,Dry Fish & Rice,20,100,2000,118,Thursday
29-Apr-2021,Special Thali,36,160,5760,118,Thursday
30-Apr-2021,Rice & Dal Thali,154,80,12320,119,Friday
30-Apr-2021,Fish Curry Plate,36,120,4320,119,Friday
30-Apr-2021,Vegetable Khichuri,21,70,1470,119,Friday
30-Apr-2021,Dry Fish & Rice,36,100,3600,119,Friday
30-Apr-2021,Special Thali,58,160,9280,119,Friday
01-May-2021,Rice & Dal Thali,158,80,12640,120,Saturday
01-May-2021,Fish Curry Plate,34,120,4080,120,Saturday
01-May-2021,Vegetable Khichuri,34,70,2380,120,Saturday
01-May-2021,Dry Fish & Rice,37,100,3700,120,Saturday
01-May-2021,Special Thali,54,160,8640,120,Saturday
02-May-2021,Rice & Dal Thali,97,80,7760,121,Sunday
02-May-2021,Fish Curry Plate,28,120,3360,121,Sunday
02-May-2021,Vegetable Khichuri,31,70,2170,121,Sunday
02-May-2021,Dry Fish & Rice,24,100,2400,121,Sunday
02-May-2021,Special Thali,47,160,7520,121,Sunday
03-May-2021,Rice & Dal Thali,114,80,9120,122,Monday
03-May-2021,Fish Curry Plate,26,120,3120,122,Monday
03-May-2021,Vegetable Khichuri,28,70,1960,122,Monday
03-May-2021,Dry Fish & Rice,30,100,3000,122,Monday
03-May-2021,Special Thali,54,160,8640,122,Monday
04-May-2021,Rice & Dal Thali,78,80,6240,123,Tuesday
04-May-2021,Fish Curry Plate,26,120,3120,123,Tuesday
04-May-2021,Vegetable Khichuri,30,70,2100,123,Tuesday
04-May-2021,Dry Fish & Rice,27,100,2700,123,Tuesday
04-May-2021,Special Thali,45,160,7200,123,Tuesday
05-May-2021,Rice & Dal Thali,91,80,7280,124,Wednesday
05-May-2021,Fish Curry Plate,26,120,3120,124,Wednesday
05-May-2021,Vegetable Khichuri,26,70,1820,124,Wednesday
05-May-2021,Dry Fish & Rice,28,100,2800,124,Wednesday
05-May-2021,Special Thali,60,160,9600,124,Wednesday
06-May-2021,Rice & Dal Thali,127,80,10160,125,Thursday
06-May-2021,Fish Curry Plate,30,120,3600,125,Thursday
06-May-2021,Vegetable Khichuri,18,70,1260,125,Thursday
06-May-2021,Dry Fish & Rice,38,100,3800,125,Thursday
06-May-2021,Special Thali,38,160,6080,125,Thursday
07-May-2021,Rice & Dal Thali,192,80,15360,126,Friday
07-May-2021,Fish Curry Plate,31,120,3720,126,Friday
07-May-2021,Vegetable Khichuri,40,70,2800,126,Friday
07-May-2021,Dry Fish & Rice,30,100,3000,126,Friday
07-May-2021,Special Thali,47,160,7520,126,Friday
08-May-2021,Rice & Dal Thali,87,80,6960,127,Saturday
08-May-2021,Fish Curry Plate,44,120,5280,127,Saturday
08-May-2021,Vegetable Khichuri,35,70,2450,127,Saturday
08-May-2021,Dry Fish & Rice,37,100,3700,127,Saturday
08-May-2021,Special Thali,80,160,12800,127,Saturday
09-May-2021,Rice & Dal Thali,144,80,11520,128,Sunday
09-May-2021,Fish Curry Plate,34,120,4080,128,Sunday
09-May-2021,Vegetable Khichuri,17,70,1190,128,Sunday
09-May-2021,Dry Fish & Rice,29,100,2900,128,Sunday
09-May-2021,Special Thali,45,160,7200,128,Sunday
10-May-2021,Rice & Dal Thali,107,80,8560,129,Monday
10-May-2021,Fish Curry Plate,32,120,3840,129,Monday
10-May-2021,Vegetable Khichuri,27,70,1890,129,Monday
10-May-2021,Dry Fish & Rice,29,100,2900,129,Monday
10-May-2021,Special Thali,37,160,5920,129,Monday
11-May-2021,Rice & Dal Thali,86,80,6880,130,Tuesday
11-May-2021,Fish Curry Plate,37,120,4440,130,Tuesday
11-May-2021,Vegetable Khichuri,36,70,2520,130,Tuesday
11-May-2021,Dry Fish & Rice,36,100,3600,130,Tuesday
11-May-2021,Special Thali,35,160,5600,130,Tuesday
12-May-2021,Rice & Dal Thali,117,80,9360,131,Wednesday
12-May-2021,Fish Curry Plate,43,120,5160,131,Wednesday
12-May-2021,Vegetable Khichuri,37,70,2590,131,Wednesday
12-May-2021,Dry Fish & Rice,40,100,4000,131,Wednesday
12-May-2021,Special Thali,31,160,4960,131,Wednesday
13-May-2021,Rice & Dal Thali,103,80,8240,132,Thursday
13-May-2021,Fish Curry Plate,58,120,6960,132,Thursday
13-May-2021,Vegetable Khichuri,68,70,4760,132,Thursday
13-May-2021,Dry Fish & Rice,56,100,5600,132,Thursday
13-May-2021,Special Thali,32,160,5120,132,Thursday
14-May-2021,Rice & Dal Thali,114,80,9120,133,Friday
14-May-2021,Fish Curry Plate,65,120,7800,133,Friday
14-May-2021,Vegetable Khichuri,50,70,3500,133,Friday
14-May-2021,Dry Fish & Rice,46,100,4600,133,Friday
14-May-2021,Special Thali,39,160,6240,133,Friday
15-May-2021,Rice & Dal Thali,95,80,7600,134,Saturday
15-May-2021,Fish Curry Plate,66,120,7920,134,Saturday
15-May-2021,Vegetable Khichuri,45,70,3150,134,Saturday
15-May-2021,Dry Fish & Rice,63,100,6300,134,Saturday
15-May-2021,Special Thali,35,160,5600,134,Saturday
16-May-2021,Rice & Dal Thali,73,80,5840,135,Sunday
16-May-2021,Fish Curry Plate,56,120,6720,135,Sunday
16-May-2021,Vegetable Khichuri,42,70,2940,135,Sunday
16-May-2021,Dry Fish & Rice,75,100,7500,135,Sunday
16-May-2021,Special Thali,27,160,4320,135,Sunday
17-May-2021,Rice & Dal Thali,99,80,7920,136,Monday
17-May-2021,Fish Curry Plate,53,120,6360,136,Monday
17-May-2021,Vegetable Khichuri,62,70,4340,136,Monday
17-May-2021,Dry Fish & Rice,54,100,5400,136,Monday
17-May-2021,Special Thali,27,160,4320,136,Monday
18-May-2021,Rice & Dal Thali,93,80,7440,137,Tuesday
18-May-2021,Fish Curry Plate,34,120,4080,137,Tuesday
18-May-2021,Vegetable Khichuri,40,70,2800,137,Tuesday
18-May-2021,Dry Fish & Rice,53,100,5300,137,Tuesday
18-May-2021,Special Thali,38,160,6080,137,Tuesday
19-May-2021,Rice & Dal Thali,90,80,7200,138,Wednesday
19-May-2021,Fish Curry Plate,50,120,6000,138,Wednesday
19-May-2021,Vegetable Khichuri,49,70,3430,138,Wednesday
19-May-2021,Dry Fish & Rice,37,100,3700,138,Wednesday
19-May-2021,Special Thali,33,160,5280,138,Wednesday
20-May-2021,Rice & Dal Thali,93,80,7440,139,Thursday
20-May-2021,Fish Curry Plate,50,120,6000,139,Thursday
20-May-2021,Vegetable Khichuri,40,70,2800,139,Thursday
20-May-2021,Dry Fish & Rice,56,100,5600,139,Thursday
20-May-2021,Special Thali,34,160,5440,139,Thursday
21-May-2021,Rice & Dal Thali,114,80,9120,140,Friday
21-May-2021,Fish Curry Plate,83,120,9960,140,Friday
21-May-2021,Vegetable Khichuri,72,70,5040,140,Friday
21-May-2021,Dry Fish & Rice,74,100,7400,140,Friday
21-May-2021,Special Thali,36,160,5760,140,Friday
22-May-2021,Rice & Dal Thali,92,80,7360,141,Saturday
22-May-2021,Fish Curry Plate,55,120,6600,141,Saturday
22-May-2021,Vegetable Khichuri,59,70,4130,141,Saturday
22-May-2021,Dry Fish & Rice,69,100,6900,141,Saturday
22-May-2021,Special Thali,39,160,6240,141,Saturday
23-May-2021,Rice & Dal Thali,80,80,6400,142,Sunday
23-May-2021,Fish Curry Plate,55,120,6600,142,Sunday
23-May-2021,Vegetable Khichuri,31,70,2170,142,Sunday
23-May-2021,Dry Fish & Rice,47,100,4700,142,Sunday
23-May-2021,Special Thali,20,160,3200,142,Sunday
24-May-2021,Rice & Dal Thali,85,80,6800,143,Monday
24-May-2021,Fish Curry Plate,46,120,5520,143,Monday
24-May-2021,Vegetable Khichuri,45,70,3150,143,Monday
24-May-2021,Dry Fish & Rice,48,100,4800,143,Monday
24-May-2021,Special Thali,33,160,5280,143,Monday
25-May-2021,Rice & Dal Thali,94,80,7520,144,Tuesday
25-May-2021,Fish Curry Plate,49,120,5880,144,Tuesday
25-May-2021,Vegetable Khichuri,31,70,2170,144,Tuesday
25-May-2021,Dry Fish & Rice,46,100,4600,144,Tuesday
25-May-2021,Special Thali,29,160,4640,144,Tuesday
26-May-2021,Rice & Dal Thali,106,80,8480,145,Wednesday
26-May-2021,Fish Curry Plate,40,120,4800,145,Wednesday
26-May-2021,Vegetable Khichuri,28,70,1960,145,Wednesday
26-May-2021,Dry Fish & Rice,41,100,4100,145,Wednesday
26-May-2021,Special Thali,35,160,5600,145,Wednesday
27-May-2021,Rice & Dal Thali,93,80,7440,146,Thursday
27-May-2021,Fish Curry Plate,51,120,6120,146,Thursday
27-May-2021,Vegetable Khichuri,43,70,3010,146,Thursday
27-May-2021,Dry Fish & Rice,39,100,3900,146,Thursday
27-May-2021,Special Thali,37,160,5920,146,Thursday
28-May-2021,Rice & Dal Thali,104,80,8320,147,Friday
28-May-2021,Fish Curry Plate,78,120,9360,147,Friday
28-May-2021,Vegetable Khichuri,46,70,3220,147,Friday
28-May-2021,Dry Fish & Rice,61,100,6100,147,Friday
28-May-2021,Special Thali,42,160,6720,147,Friday
29-May-2021,Rice & Dal Thali,66,80,5280,148,Saturday
29-May-2021,Fish Curry Plate,64,120,7680,148,Saturday
29-May-2021,Vegetable Khichuri,47,70,3290,148,Saturday
29-May-2021,Dry Fish & Rice,55,100,5500,148,Saturday
29-May-2021,Special Thali,43,160,6880,148,Saturday
30-May-2021,Rice & Dal Thali,76,80,6080,149,Sunday
30-May-2021,Fish Curry Plate,53,120,6360,149,Sunday
30-May-2021,Vegetable Khichuri,35,70,2450,149,Sunday
30-May-2021,Dry Fish & Rice,52,100,5200,149,Sunday
30-May-2021,Special Thali,28,160,4480,149,Sunday
31-May-2021,Rice & Dal Thali,89,80,7120,150,Monday
31-May-2021,Fish Curry Plate,50,120,6000,150,Monday
31-May-2021,Vegetable Khichuri,51,70,3570,150,Monday
31-May-2021,Dry Fish & Rice,44,100,4400,150,Monday
31-May-2021,Special Thali,36,160,5760,150,Monday
01-Jun-2021,Rice & Dal Thali,100,80,8000,151,Tuesday
01-Jun-2021,Fish Curry Plate,48,120,5760,151,Tuesday
01-Jun-2021,Vegetable Khichuri,36,70,2520,151,Tuesday
01-Jun-2021,Dry Fish & Rice,45,100,4500,151,Tuesday
01-Jun-2021,Special Thali,30,160,4800,151,Tuesday
02-Jun-2021,Rice & Dal Thali,102,80,8160,152,Wednesday
02-Jun-2021,Fish Curry Plate,69,120,8280,152,Wednesday
02-Jun-2021,Vegetable Khichuri,40,70,2800,152,Wednesday
02-Jun-2021,Dry Fish & Rice,41,100,4100,152,Wednesday
02-Jun-2021,Special Thali,18,160,2880,152,Wednesday
03-Jun-2021,Rice & Dal Thali,70,80,5600,153,Thursday
03-Jun-2021,Fish Curry Plate,42,120,5040,153,Thursday
03-Jun-2021,Vegetable Khichuri,39,70,2730,153,Thursday
03-Jun-2021,Dry Fish & Rice,46,100,4600,153,Thursday
03-Jun-2021,Special Thali,23,160,3680,153,Thursday
04-Jun-2021,Rice & Dal Thali,100,80,8000,154,Friday
04-Jun-2021,Fish Curry Plate,62,120,7440,154,Friday
04-Jun-2021,Vegetable Khichuri,62,70,4340,154,Friday
04-Jun-2021,Dry Fish & Rice,68,100,6800,154,Friday
04-Jun-2021,Special Thali,38,160,6080,154,Friday
05-Jun-2021,Rice & Dal Thali,124,80,9920,155,Saturday
05-Jun-2021,Fish Curry Plate,91,120,10920,155,Saturday
05-Jun-2021,Vegetable Khichuri,58,70,4060,155,Saturday
05-Jun-2021,Dry Fish & Rice,65,100,6500,155,Saturday
05-Jun-2021,Special Thali,39,160,6240,155,Saturday
06-Jun-2021,Rice & Dal Thali,54,80,4320,156,Sunday
06-Jun-2021,Fish Curry Plate,48,120,5760,156,Sunday
06-Jun-2021,Vegetable Khichuri,38,70,2660,156,Sunday
06-Jun-2021,Dry Fish & Rice,41,100,4100,156,Sunday
06-Jun-2021,Special Thali,31,160,4960,156,Sunday
07-Jun-2021,Rice & Dal Thali,90,80,7200,157,Monday
07-Jun-2021,Fish Curry Plate,56,120,6720,157,Monday
07-Jun-2021,Vegetable Khichuri,53,70,3710,157,Monday
07-Jun-2021,Dry Fish & Rice,62,100,6200,157,Monday
07-Jun-2021,Special Thali,20,160,3200,157,Monday
08-Jun-2021,Rice & Dal Thali,78,80,6240,158,Tuesday
08-Jun-2021,Fish Curry Plate,49,120,5880,158,Tuesday
08-Jun-2021,Vegetable Khichuri,29,70,2030,158,Tuesday
08-Jun-2021,Dry Fish & Rice,33,100,3300,158,Tuesday
08-Jun-2021,Special Thali,29,160,4640,158,Tuesday
09-Jun-2021,Rice & Dal Thali,76,80,6080,159,Wednesday
09-Jun-2021,Fish Curry Plate,64,120,7680,159,Wednesday
09-Jun-2021,Vegetable Khichuri,58,70,4060,159,Wednesday
09-Jun-2021,Dry Fish & Rice,47,100,4700,159,Wednesday
09-Jun-2021,Special Thali,36,160,5760,159,Wednesday
10-Jun-2021,Rice & Dal Thali,86,80,6880,160,Thursday
10-Jun-2021,Fish Curry Plate,51,120,6120,160,Thursday
10-Jun-2021,Vegetable Khichuri,40,70,2800,160,Thursday
10-Jun-2021,Dry Fish & Rice,41,100,4100,160,Thursday
10-Jun-2021,Special Thali,41,160,6560,160,Thursday
11-Jun-2021,Rice & Dal Thali,132,80,10560,161,Friday
11-Jun-2021,Fish Curry Plate,90,120,10800,161,Friday
11-Jun-2021,Vegetable Khichuri,54,70,3780,161,Friday
11-Jun-2021,Dry Fish & Rice,65,100,6500,161,Friday
11-Jun-2021,Special Thali,47,160,7520,161,Friday
12-Jun-2021,Rice & Dal Thali,87,80,6960,162,Saturday
12-Jun-2021,Fish Curry Plate,70,120,8400,162,Saturday
12-Jun-2021,Vegetable Khichuri,45,70,3150,162,Saturday
12-Jun-2021,Dry Fish & Rice,38,100,3800,162,Saturday
12-Jun-2021,Special Thali,49,160,7840,162,Saturday
13-Jun-2021,Rice & Dal Thali,79,80,6320,163,Sunday
13-Jun-2021,Fish Curry Plate,75,120,9000,163,Sunday
13-Jun-2021,Vegetable Khichuri,47,70,3290,163,Sunday
13-Jun-2021,Dry Fish & Rice,52,100,5200,163,Sunday
13-Jun-2021,Special Thali,40,160,6400,163,Sunday
14-Jun-2021,Rice & Dal Thali,104,80,8320,164,Monday
14-Jun-2021,Fish Curry Plate,45,120,5400,164,Monday
14-Jun-2021,Vegetable Khichuri,39,70,2730,164,Monday
14-Jun-2021,Dry Fish & Rice,40,100,4000,164,Monday
14-Jun-2021,Special Thali,29,160,4640,164,Monday
15-Jun-2021,Rice & Dal Thali,98,80,7840,165,Tuesday
15-Jun-2021,Fish Curry Plate,47,120,5640,165,Tuesday
15-Jun-2021,Vegetable Khichuri,39,70,2730,165,Tuesday
15-Jun-2021,Dry Fish & Rice,36,100,3600,165,Tuesday
15-Jun-2021,Special Thali,33,160,5280,165,Tuesday
16-Jun-2021,Rice & Dal Thali,84,80,6720,166,Wednesday
16-Jun-2021,Fish Curry Plate,60,120,7200,166,Wednesday
16-Jun-2021,Vegetable Khichuri,48,70,3360,166,Wednesday
16-Jun-2021,Dry Fish & Rice,37,100,3700,166,Wednesday
16-Jun-2021,Special Thali,31,160,4960,166,Wednesday
17-Jun-2021,Rice & Dal Thali,80,80,6400,167,Thursday
17-Jun-2021,Fish Curry Plate,55,120,6600,167,Thursday
17-Jun-2021,Vegetable Khichuri,41,70,2870,167,Thursday
17-Jun-2021,Dry Fish & Rice,40,100,4000,167,Thursday
17-Jun-2021,Special Thali,29,160,4640,167,Thursday
18-Jun-2021,Rice & Dal Thali,113,80,9040,168,Friday
18-Jun-2021,Fish Curry Plate,91,120,10920,168,Friday
18-Jun-2021,Vegetable Khichuri,67,70,4690,168,Friday
18-Jun-2021,Dry Fish & Rice,64,100,6400,168,Friday
18-Jun-2021,Special Thali,27,160,4320,168,Friday
19-Jun-2021,Rice & Dal Thali,99,80,7920,169,Saturday
19-Jun-2021,Fish Curry Plate,60,120,7200,169,Saturday
19-Jun-2021,Vegetable Khichuri,54,70,3780,169,Saturday
19-Jun-2021,Dry Fish & Rice,59,100,5900,169,Saturday
19-Jun-2021,Special Thali,35,160,5600,169,Saturday
20-Jun-2021,Rice & Dal Thali,84,80,6720,170,Sunday
20-Jun-2021,Fish Curry Plate,53,120,6360,170,Sunday
20-Jun-2021,Vegetable Khichuri,49,70,3430,170,Sunday
20-Jun-2021,Dry Fish & Rice,54,100,5400,170,Sunday
20-Jun-2021,Special Thali,28,160,4480,170,Sunday
21-Jun-2021,Rice & Dal Thali,64,80,5120,171,Monday
21-Jun-2021,Fish Curry Plate,58,120,6960,171,Monday
21-Jun-2021,Vegetable Khichuri,29,70,2030,171,Monday
21-Jun-2021,Dry Fish & Rice,54,100,5400,171,Monday
